Sexo,Comunidad autónoma,Familia profesional,Porcentajes total de módulos aprobados,nivel_educativo
Hombres,Comunidad Foral de Navarra,INDUSTRIAS ALIMENTARIAS,51.7,BASICO
Hombres,Comunidad Foral de Navarra,INDUSTRIAS EXTRACTIVAS,,BASICO
Hombres,Comunidad Foral de Navarra,INFORMÁTICA Y COMUNICACIONES,82.4,BASICO
Hombres,Comunidad Foral de Navarra,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Hombres,Comunidad Foral de Navarra,"MADERA, MUEBLE Y CORCHO",98.6,BASICO
Hombres,Comunidad Foral de Navarra,MARÍTIMO-PESQUERA,,BASICO
Hombres,Comunidad Foral de Navarra,QUÍMICA,,BASICO
Hombres,Comunidad Foral de Navarra,SANIDAD,,BASICO
Hombres,Comunidad Foral de Navarra,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Hombres,Comunidad Foral de Navarra,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Hombres,Comunidad Foral de Navarra,"TEXTIL, CONFECCIÓN Y PIEL",63.6,BASICO
Hombres,Comunidad Foral de Navarra,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,80.6,BASICO
Hombres,Comunidad Foral de Navarra,VIDRIO Y CERÁMICA,,BASICO
Hombres,País Vasco,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,BASICO
Hombres,País Vasco,ADMINISTRACIÓN Y GESTIÓN,95.3,BASICO
Hombres,País Vasco,AGRARIA,89.6,BASICO
Hombres,País Vasco,ARTES GRÁFICAS,96.2,BASICO
Hombres,País Vasco,ARTES Y ARTESANÍAS,,BASICO
Hombres,País Vasco,COMERCIO Y MARKETING,88.6,BASICO
Hombres,País Vasco,EDIFICACIÓN Y OBRA CIVIL,96.7,BASICO
Hombres,País Vasco,ELECTRICIDAD Y ELECTRÓNICA,80.2,BASICO
Hombres,País Vasco,ENERGÍA Y AGUA,,BASICO
Hombres,País Vasco,FABRICACIÓN MECÁNICA,77.9,BASICO
Hombres,País Vasco,HOSTELERÍA Y TURISMO,76.7,BASICO
Hombres,País Vasco,IMAGEN PERSONAL,84.8,BASICO
Hombres,País Vasco,IMAGEN Y SONIDO,,BASICO
Hombres,País Vasco,INDUSTRIAS ALIMENTARIAS,37.9,BASICO
Hombres,País Vasco,INDUSTRIAS EXTRACTIVAS,,BASICO
Hombres,País Vasco,INFORMÁTICA Y COMUNICACIONES,92.1,BASICO
Hombres,País Vasco,INSTALACIÓN Y MANTENIMIENTO,84.6,BASICO
Hombres,País Vasco,"MADERA, MUEBLE Y CORCHO",77.4,BASICO
Hombres,País Vasco,MARÍTIMO-PESQUERA,,BASICO
Hombres,País Vasco,QUÍMICA,,BASICO
Hombres,País Vasco,SANIDAD,,BASICO
Hombres,País Vasco,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Hombres,País Vasco,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,96.1,BASICO
Hombres,País Vasco,"TEXTIL, CONFECCIÓN Y PIEL",67.5,BASICO
Hombres,País Vasco,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,85.6,BASICO
Hombres,País Vasco,VIDRIO Y CERÁMICA,,BASICO
Hombres,La Rioja,ACTIVIDADES FÍSICAS Y DEPORTIVAS,63.6,BASICO
Hombres,La Rioja,ADMINISTRACIÓN Y GESTIÓN,70.4,BASICO
Hombres,La Rioja,AGRARIA,64.6,BASICO
Hombres,La Rioja,ARTES GRÁFICAS,,BASICO
Hombres,La Rioja,ARTES Y ARTESANÍAS,,BASICO
Hombres,La Rioja,COMERCIO Y MARKETING,78.8,BASICO
Hombres,La Rioja,EDIFICACIÓN Y OBRA CIVIL,,BASICO
Hombres,La Rioja,ELECTRICIDAD Y ELECTRÓNICA,60.4,BASICO
Hombres,La Rioja,ENERGÍA Y AGUA,,BASICO
Hombres,La Rioja,FABRICACIÓN MECÁNICA,63.1,BASICO
Hombres,La Rioja,HOSTELERÍA Y TURISMO,48.5,BASICO
Hombres,La Rioja,IMAGEN PERSONAL,72.0,BASICO
Hombres,La Rioja,IMAGEN Y SONIDO,,BASICO
Hombres,La Rioja,INDUSTRIAS ALIMENTARIAS,,BASICO
Hombres,La Rioja,INDUSTRIAS EXTRACTIVAS,,BASICO
Hombres,La Rioja,INFORMÁTICA Y COMUNICACIONES,60.7,BASICO
Hombres,La Rioja,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Hombres,La Rioja,"MADERA, MUEBLE Y CORCHO",78.2,BASICO
Hombres,La Rioja,MARÍTIMO-PESQUERA,,BASICO
Hombres,La Rioja,QUÍMICA,,BASICO
Hombres,La Rioja,SANIDAD,,BASICO
Hombres,La Rioja,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Hombres,La Rioja,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,33.3,BASICO
Hombres,La Rioja,"TEXTIL, CONFECCIÓN Y PIEL",78.9,BASICO
Hombres,La Rioja,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,73.8,BASICO
Hombres,La Rioja,VIDRIO Y CERÁMICA,,BASICO
Hombres,Ceuta,ACTIVIDADES FÍSICAS Y DEPORTIVAS,92.2,BASICO
Hombres,Ceuta,ADMINISTRACIÓN Y GESTIÓN,,BASICO
Hombres,Ceuta,AGRARIA,36.8,BASICO
Hombres,Ceuta,ARTES GRÁFICAS,,BASICO
Hombres,Ceuta,ARTES Y ARTESANÍAS,,BASICO
Hombres,Ceuta,COMERCIO Y MARKETING,66.4,BASICO
Hombres,Ceuta,EDIFICACIÓN Y OBRA CIVIL,42.5,BASICO
Hombres,Ceuta,ELECTRICIDAD Y ELECTRÓNICA,58.0,BASICO
Hombres,Ceuta,ENERGÍA Y AGUA,,BASICO
Hombres,Ceuta,FABRICACIÓN MECÁNICA,,BASICO
Hombres,Ceuta,HOSTELERÍA Y TURISMO,20.9,BASICO
Hombres,Ceuta,IMAGEN PERSONAL,53.8,BASICO
Hombres,Ceuta,IMAGEN Y SONIDO,,BASICO
Hombres,Ceuta,INDUSTRIAS ALIMENTARIAS,,BASICO
Hombres,Ceuta,INDUSTRIAS EXTRACTIVAS,,BASICO
Hombres,Ceuta,INFORMÁTICA Y COMUNICACIONES,,BASICO
Hombres,Ceuta,INSTALACIÓN Y MANTENIMIENTO,57.5,BASICO
Hombres,Ceuta,"MADERA, MUEBLE Y CORCHO",,BASICO
Hombres,Ceuta,MARÍTIMO-PESQUERA,,BASICO
Hombres,Ceuta,QUÍMICA,,BASICO
Hombres,Ceuta,SANIDAD,,BASICO
Hombres,Ceuta,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Hombres,Ceuta,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Hombres,Ceuta,"TEXTIL, CONFECCIÓN Y PIEL",,BASICO
Hombres,Ceuta,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,30.9,BASICO
Hombres,Ceuta,VIDRIO Y CERÁMICA,,BASICO
Hombres,Melilla,ACTIVIDADES FÍSICAS Y DEPORTIVAS,63.8,BASICO
Hombres,Melilla,ADMINISTRACIÓN Y GESTIÓN,59.6,BASICO
Hombres,Melilla,AGRARIA,,BASICO
Hombres,Melilla,ARTES GRÁFICAS,82.2,BASICO
Hombres,Melilla,ARTES Y ARTESANÍAS,,BASICO
Hombres,Melilla,COMERCIO Y MARKETING,64.3,BASICO
Hombres,Melilla,EDIFICACIÓN Y OBRA CIVIL,,BASICO
Hombres,Melilla,ELECTRICIDAD Y ELECTRÓNICA,36.6,BASICO
Hombres,Melilla,ENERGÍA Y AGUA,,BASICO
Hombres,Melilla,FABRICACIÓN MECÁNICA,58.3,BASICO
Hombres,Melilla,HOSTELERÍA Y TURISMO,57.3,BASICO
Hombres,Melilla,IMAGEN PERSONAL,66.7,BASICO
Hombres,Melilla,IMAGEN Y SONIDO,,BASICO
Hombres,Melilla,INDUSTRIAS ALIMENTARIAS,,BASICO
Hombres,Melilla,INDUSTRIAS EXTRACTIVAS,,BASICO
Hombres,Melilla,INFORMÁTICA Y COMUNICACIONES,62.8,BASICO
Hombres,Melilla,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Hombres,Melilla,"MADERA, MUEBLE Y CORCHO",67.5,BASICO
Hombres,Melilla,MARÍTIMO-PESQUERA,,BASICO
Hombres,Melilla,QUÍMICA,,BASICO
Hombres,Melilla,SANIDAD,,BASICO
Hombres,Melilla,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Hombres,Melilla,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Hombres,Melilla,"TEXTIL, CONFECCIÓN Y PIEL",,BASICO
Hombres,Melilla,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,47.7,BASICO
Hombres,Melilla,VIDRIO Y CERÁMICA,,BASICO
Mujeres,Andalucía,ACTIVIDADES FÍSICAS Y DEPORTIVAS,100.0,BASICO
Mujeres,Andalucía,ADMINISTRACIÓN Y GESTIÓN,75.2,BASICO
Mujeres,Andalucía,AGRARIA,66.7,BASICO
Mujeres,Andalucía,ARTES GRÁFICAS,68.2,BASICO
Mujeres,Andalucía,ARTES Y ARTESANÍAS,,BASICO
Mujeres,Andalucía,COMERCIO Y MARKETING,73.7,BASICO
Mujeres,Andalucía,EDIFICACIÓN Y OBRA CIVIL,77.2,BASICO
Mujeres,Andalucía,ELECTRICIDAD Y ELECTRÓNICA,62.3,BASICO
Mujeres,Andalucía,ENERGÍA Y AGUA,,BASICO
Mujeres,Andalucía,FABRICACIÓN MECÁNICA,71.7,BASICO
Mujeres,Andalucía,HOSTELERÍA Y TURISMO,69.7,BASICO
Mujeres,Andalucía,IMAGEN PERSONAL,74.2,BASICO
Mujeres,Andalucía,IMAGEN Y SONIDO,,BASICO
Mujeres,Andalucía,INDUSTRIAS ALIMENTARIAS,81.5,BASICO
Mujeres,Andalucía,INDUSTRIAS EXTRACTIVAS,,BASICO
Mujeres,Andalucía,INFORMÁTICA Y COMUNICACIONES,73.2,BASICO
Mujeres,Andalucía,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Mujeres,Andalucía,"MADERA, MUEBLE Y CORCHO",69.8,BASICO
Mujeres,Andalucía,MARÍTIMO-PESQUERA,,BASICO
Mujeres,Andalucía,QUÍMICA,,BASICO
Mujeres,Andalucía,SANIDAD,,BASICO
Mujeres,Andalucía,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Mujeres,Andalucía,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,77.1,BASICO
Mujeres,Andalucía,"TEXTIL, CONFECCIÓN Y PIEL",54.1,BASICO
Mujeres,Andalucía,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,72.7,BASICO
Mujeres,Andalucía,VIDRIO Y CERÁMICA,45.7,BASICO
Mujeres,Aragón,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,BASICO
Mujeres,Aragón,ADMINISTRACIÓN Y GESTIÓN,62.4,BASICO
Mujeres,Aragón,AGRARIA,60.3,BASICO
Mujeres,Aragón,ARTES GRÁFICAS,73.2,BASICO
Mujeres,Aragón,ARTES Y ARTESANÍAS,,BASICO
Mujeres,Aragón,COMERCIO Y MARKETING,70.0,BASICO
Mujeres,Aragón,EDIFICACIÓN Y OBRA CIVIL,,BASICO
Mujeres,Aragón,ELECTRICIDAD Y ELECTRÓNICA,70.5,BASICO
Mujeres,Aragón,ENERGÍA Y AGUA,,BASICO
Mujeres,Aragón,FABRICACIÓN MECÁNICA,86.7,BASICO
Mujeres,Aragón,HOSTELERÍA Y TURISMO,79.2,BASICO
Mujeres,Aragón,IMAGEN PERSONAL,68.8,BASICO
Mujeres,Aragón,IMAGEN Y SONIDO,,BASICO
Mujeres,Aragón,INDUSTRIAS ALIMENTARIAS,100.0,BASICO
Mujeres,Aragón,INDUSTRIAS EXTRACTIVAS,,BASICO
Mujeres,Aragón,INFORMÁTICA Y COMUNICACIONES,65.2,BASICO
Mujeres,Aragón,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Mujeres,Aragón,"MADERA, MUEBLE Y CORCHO",83.3,BASICO
Mujeres,Aragón,MARÍTIMO-PESQUERA,,BASICO
Mujeres,Aragón,QUÍMICA,,BASICO
Mujeres,Aragón,SANIDAD,,BASICO
Mujeres,Aragón,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Mujeres,Aragón,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Mujeres,Aragón,"TEXTIL, CONFECCIÓN Y PIEL",75.5,BASICO
Mujeres,Aragón,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,76.2,BASICO
Mujeres,Aragón,VIDRIO Y CERÁMICA,,BASICO
Mujeres,Principado de Asturias,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,BASICO
Mujeres,Principado de Asturias,ADMINISTRACIÓN Y GESTIÓN,66.9,BASICO
Mujeres,Principado de Asturias,AGRARIA,,BASICO
Mujeres,Principado de Asturias,ARTES GRÁFICAS,,BASICO
Mujeres,Principado de Asturias,ARTES Y ARTESANÍAS,,BASICO
Mujeres,Principado de Asturias,COMERCIO Y MARKETING,48.9,BASICO
Mujeres,Principado de Asturias,EDIFICACIÓN Y OBRA CIVIL,,BASICO
Mujeres,Principado de Asturias,ELECTRICIDAD Y ELECTRÓNICA,55.6,BASICO
Mujeres,Principado de Asturias,ENERGÍA Y AGUA,,BASICO
Mujeres,Principado de Asturias,FABRICACIÓN MECÁNICA,0.0,BASICO
Mujeres,Principado de Asturias,HOSTELERÍA Y TURISMO,63.2,BASICO
Mujeres,Principado de Asturias,IMAGEN PERSONAL,61.7,BASICO
Mujeres,Principado de Asturias,IMAGEN Y SONIDO,,BASICO
Mujeres,Principado de Asturias,INDUSTRIAS ALIMENTARIAS,,BASICO
Mujeres,Principado de Asturias,INDUSTRIAS EXTRACTIVAS,,BASICO
Mujeres,Principado de Asturias,INFORMÁTICA Y COMUNICACIONES,50.0,BASICO
Mujeres,Principado de Asturias,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Mujeres,Principado de Asturias,"MADERA, MUEBLE Y CORCHO",50.0,BASICO
Mujeres,Principado de Asturias,MARÍTIMO-PESQUERA,,BASICO
Mujeres,Principado de Asturias,QUÍMICA,,BASICO
Mujeres,Principado de Asturias,SANIDAD,,BASICO
Mujeres,Principado de Asturias,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Mujeres,Principado de Asturias,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Mujeres,Principado de Asturias,"TEXTIL, CONFECCIÓN Y PIEL",,BASICO
Mujeres,Principado de Asturias,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,47.3,BASICO
Mujeres,Principado de Asturias,VIDRIO Y CERÁMICA,,BASICO
Mujeres,Islas Baleares,ACTIVIDADES FÍSICAS Y DEPORTIVAS,36.4,BASICO
Mujeres,Islas Baleares,ADMINISTRACIÓN Y GESTIÓN,73.5,BASICO
Mujeres,Islas Baleares,AGRARIA,80.4,BASICO
Mujeres,Islas Baleares,ARTES GRÁFICAS,90.0,BASICO
Mujeres,Islas Baleares,ARTES Y ARTESANÍAS,,BASICO
Mujeres,Islas Baleares,COMERCIO Y MARKETING,83.6,BASICO
Mujeres,Islas Baleares,EDIFICACIÓN Y OBRA CIVIL,,BASICO
Mujeres,Islas Baleares,ELECTRICIDAD Y ELECTRÓNICA,100.0,BASICO
Mujeres,Islas Baleares,ENERGÍA Y AGUA,,BASICO
Mujeres,Islas Baleares,FABRICACIÓN MECÁNICA,100.0,BASICO
Mujeres,Islas Baleares,HOSTELERÍA Y TURISMO,81.3,BASICO
Mujeres,Islas Baleares,IMAGEN PERSONAL,76.1,BASICO
Mujeres,Islas Baleares,IMAGEN Y SONIDO,,BASICO
Mujeres,Islas Baleares,INDUSTRIAS ALIMENTARIAS,,BASICO
Mujeres,Islas Baleares,INDUSTRIAS EXTRACTIVAS,,BASICO
Mujeres,Islas Baleares,INFORMÁTICA Y COMUNICACIONES,71.3,BASICO
Mujeres,Islas Baleares,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Mujeres,Islas Baleares,"MADERA, MUEBLE Y CORCHO",,BASICO
Mujeres,Islas Baleares,MARÍTIMO-PESQUERA,,BASICO
Mujeres,Islas Baleares,QUÍMICA,,BASICO
Mujeres,Islas Baleares,SANIDAD,,BASICO
Mujeres,Islas Baleares,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Mujeres,Islas Baleares,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Mujeres,Islas Baleares,"TEXTIL, CONFECCIÓN Y PIEL",,BASICO
Mujeres,Islas Baleares,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,78.3,BASICO
Mujeres,Islas Baleares,VIDRIO Y CERÁMICA,,BASICO
Mujeres,Canarias,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,BASICO
Mujeres,Canarias,ADMINISTRACIÓN Y GESTIÓN,70.1,BASICO
Mujeres,Canarias,AGRARIA,65.8,BASICO
Mujeres,Canarias,ARTES GRÁFICAS,,BASICO
Mujeres,Canarias,ARTES Y ARTESANÍAS,,BASICO
Mujeres,Canarias,COMERCIO Y MARKETING,72.2,BASICO
Mujeres,Canarias,EDIFICACIÓN Y OBRA CIVIL,61.8,BASICO
Mujeres,Canarias,ELECTRICIDAD Y ELECTRÓNICA,56.1,BASICO
Mujeres,Canarias,ENERGÍA Y AGUA,,BASICO
Mujeres,Canarias,FABRICACIÓN MECÁNICA,75.0,BASICO
Mujeres,Canarias,HOSTELERÍA Y TURISMO,76.9,BASICO
Mujeres,Canarias,IMAGEN PERSONAL,69.1,BASICO
Mujeres,Canarias,IMAGEN Y SONIDO,,BASICO
Mujeres,Canarias,INDUSTRIAS ALIMENTARIAS,,BASICO
Mujeres,Canarias,INDUSTRIAS EXTRACTIVAS,,BASICO
Mujeres,Canarias,INFORMÁTICA Y COMUNICACIONES,57.6,BASICO
Mujeres,Canarias,INSTALACIÓN Y MANTENIMIENTO,0.0,BASICO
Mujeres,Canarias,"MADERA, MUEBLE Y CORCHO",63.5,BASICO
Mujeres,Canarias,MARÍTIMO-PESQUERA,,BASICO
Mujeres,Canarias,QUÍMICA,,BASICO
Mujeres,Canarias,SANIDAD,,BASICO
Mujeres,Canarias,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Mujeres,Canarias,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,79.5,BASICO
Mujeres,Canarias,"TEXTIL, CONFECCIÓN Y PIEL",50.0,BASICO
Mujeres,Canarias,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,46.7,BASICO
Mujeres,Canarias,VIDRIO Y CERÁMICA,,BASICO
Mujeres,Cantabria,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,BASICO
Mujeres,Cantabria,ADMINISTRACIÓN Y GESTIÓN,96.1,BASICO
Mujeres,Cantabria,AGRARIA,79.4,BASICO
Mujeres,Cantabria,ARTES GRÁFICAS,100.0,BASICO
Mujeres,Cantabria,ARTES Y ARTESANÍAS,,BASICO
Mujeres,Cantabria,COMERCIO Y MARKETING,68.9,BASICO
Mujeres,Cantabria,EDIFICACIÓN Y OBRA CIVIL,,BASICO
Mujeres,Cantabria,ELECTRICIDAD Y ELECTRÓNICA,53.8,BASICO
Mujeres,Cantabria,ENERGÍA Y AGUA,,BASICO
Mujeres,Cantabria,FABRICACIÓN MECÁNICA,,BASICO
Mujeres,Cantabria,HOSTELERÍA Y TURISMO,84.0,BASICO
Mujeres,Cantabria,IMAGEN PERSONAL,81.9,BASICO
Mujeres,Cantabria,IMAGEN Y SONIDO,,BASICO
Mujeres,Cantabria,INDUSTRIAS ALIMENTARIAS,70.0,BASICO
Mujeres,Cantabria,INDUSTRIAS EXTRACTIVAS,,BASICO
Mujeres,Cantabria,INFORMÁTICA Y COMUNICACIONES,92.2,BASICO
Mujeres,Cantabria,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Mujeres,Cantabria,"MADERA, MUEBLE Y CORCHO",80.0,BASICO
Mujeres,Cantabria,MARÍTIMO-PESQUERA,,BASICO
Mujeres,Cantabria,QUÍMICA,,BASICO
Mujeres,Cantabria,SANIDAD,,BASICO
Mujeres,Cantabria,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Mujeres,Cantabria,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Mujeres,Cantabria,"TEXTIL, CONFECCIÓN Y PIEL",92.9,BASICO
Mujeres,Cantabria,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,60.9,BASICO
Mujeres,Cantabria,VIDRIO Y CERÁMICA,,BASICO
Mujeres,Castilla y León,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,BASICO
Mujeres,Castilla y León,ADMINISTRACIÓN Y GESTIÓN,69.3,BASICO
Mujeres,Castilla y León,AGRARIA,64.6,BASICO
Mujeres,Castilla y León,ARTES GRÁFICAS,,BASICO
Mujeres,Castilla y León,ARTES Y ARTESANÍAS,,BASICO
Mujeres,Castilla y León,COMERCIO Y MARKETING,70.5,BASICO
Mujeres,Castilla y León,EDIFICACIÓN Y OBRA CIVIL,50.0,BASICO
Mujeres,Castilla y León,ELECTRICIDAD Y ELECTRÓNICA,69.8,BASICO
Mujeres,Castilla y León,ENERGÍA Y AGUA,,BASICO
Mujeres,Castilla y León,FABRICACIÓN MECÁNICA,55.9,BASICO
Mujeres,Castilla y León,HOSTELERÍA Y TURISMO,64.0,BASICO
Mujeres,Castilla y León,IMAGEN PERSONAL,64.9,BASICO
Mujeres,Castilla y León,IMAGEN Y SONIDO,,BASICO
Mujeres,Castilla y León,INDUSTRIAS ALIMENTARIAS,26.3,BASICO
Mujeres,Castilla y León,INDUSTRIAS EXTRACTIVAS,,BASICO
Mujeres,Castilla y León,INFORMÁTICA Y COMUNICACIONES,61.8,BASICO
Mujeres,Castilla y León,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Mujeres,Castilla y León,"MADERA, MUEBLE Y CORCHO",75.0,BASICO
Mujeres,Castilla y León,MARÍTIMO-PESQUERA,,BASICO
Mujeres,Castilla y León,QUÍMICA,,BASICO
Mujeres,Castilla y León,SANIDAD,,BASICO
Mujeres,Castilla y León,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Mujeres,Castilla y León,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Mujeres,Castilla y León,"TEXTIL, CONFECCIÓN Y PIEL",71.4,BASICO
Mujeres,Castilla y León,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,70.8,BASICO
Mujeres,Castilla y León,VIDRIO Y CERÁMICA,,BASICO
